区域,小区名称,小区地址,面积/平方米,总价/万,单价/每平米,修建年份
锦江,滨江樾府,蓝谷地-国槐街1272号,156,263,16859,2018年建造
锦江,万达锦华城,东湖公园-二环东五段29号,120,240,20000,2008年建造
锦江,仁恒滨河湾,攀成钢-汇源东路88号,258,800,31008,2012年建造
锦江,比华利国际城一期,川师-佳宏路220号,138,280,20290,2010年建造
锦江,金海岸公寓,春熙路-天仙桥北路2号,97,170,17475,2003年建造
锦江,滨江樾府,蓝谷地-国槐街1272号,156,254,16282,2018年建造
锦江,鑫苑名家一期,三圣乡-牡丹街595号,78,150,19021,2017年建造
锦江,皇经嘉苑,锦华路-经天西路69号,75,112,14933,2010年建造
锦江,人居锦尚春天B区,三圣乡-红豆树街377号,84,150,17689,2011年建造
锦江,仁恒滨河湾二期,攀成钢-汇源东路99号,140,570,40714,2014年建造
锦江,致瑞雅苑B区,锦华路-晨辉路33号,89,150,16854,2015年建造
锦江,望江锦园,川师-马家沟188号,69,115,16504,2015年建造
锦江,中粮鸿云,攀成钢-汇源北路333号,119,320,26700,2015年建造
锦江,天誉,攀成钢-汇源北路99号,36,72,20000,2016年建造
锦江,财富中心,盐市口-大业路6号,30,93,31000,2008年建造
锦江,阿玛尼艺术公寓,莲桂路-顺江路335号,159,690,43136,2018年建造
锦江,中港CCPark,东湖公园-二环琉璃路,60,108,18000,2017年建造
锦江,财富中心,盐市口-大业路6号,49,148,29630,2005年建造
锦江,茂业豪园(商住楼),九眼桥-宏济中路49号,27,75,27778,2018年建造
锦江,锦蓉佳苑,三圣乡-百日红中路506号,89,160,17978,2013年建造
锦江,绿地中心云玺468(商住楼),三圣乡-玫瑰街7号,38,57,15000,2017年建造
锦江,锦江逸家,三圣乡-茶花街106号,62,150,23981,2015年建造
锦江,东洪广厦,三圣乡-樱花街383号,89,153,17191,2010年建造
锦江,绿地468公馆一期,三圣乡-樱花街1179号,76,175,22742,2014年建造
锦江,塔子山壹号,川师-二郎山路66号,95,222,23212,2016年建造
锦江,卓锦城6期紫郡,三圣乡-国香街780号,89,212,23687,2015年建造
锦江,中粮鸿云,攀成钢-汇源北路333号,88,230,26130,2016年建造
锦江,华润幸福里2期,川师-菱安路266号,89,220,24551,2015年建造
锦江,仁恒滨河湾,攀成钢-汇源东路88号,313,1200,38282,2016年建造
锦江,中港CCPark,东湖公园-二环琉璃路,110,278,25273,2017年建造
锦江,上东锦城A区,锦华路-静祥路33号,89,130,14576,2010年建造
锦江,恒大都汇华庭,合江亭-义学巷60号,89,275,30892,2015年建造
锦江,绿地锦天府,攀成钢-通盈街88号,185,540,29180,2010年建造
锦江,中港CCPark,东湖公园-二环琉璃路,38,68.5,18026,2017年建造
锦江,沙河壹号二期,川师-静沙南路29号,84,152,17988,2013年建造
锦江,锦江城市花园三期,三圣乡-喜树街618号,51,76,14902,2010年建造
锦江,财富中心,盐市口-大业路6号,30,90,30000,2007年建造
锦江,翡翠琉璃,锦华路-经天西路199号,33,48,14545,2015年建造
锦江,柳江新居一期,锦华路-翠风路428号,80,116,14500,2008年建造
锦江,金象花园,锦华路-晨辉路1号,65,85,13077,2005年建造
锦江,滨江中路1号院,盐市口-滨江中路1号,76,222,29211,1992年建造
锦江,恒大都汇华庭,合江亭-义学巷60号,134,360,26866,2018年建造
锦江,晶融汇,春熙路-东大街99号,60,180,30000,2018年建造
锦江,朗基望今缘,莲桂路-龙舟路2号,260,650,25000,2016年建造
锦江,伊泰天骄,攀成钢-通宝街88号,269,750,27806,2016年建造
锦江,东城美地,锦华路-静祥路58号,60,72,12000,2016年建造
锦江,蓝光凯丽香江,锦华路-翠柳湾支路199号,86,170,19767,2012年建造
锦江,朗基望今缘,莲桂路-龙舟路2号,290,1150,39655,2015年建造
锦江,望江锦园,川师-马家沟188号,88,159,17926,2015年建造
锦江,卓锦城6期紫郡,三圣乡-国香街780号,85,185,21765,2015年建造
锦江,华韵天府,三圣乡-月季街166号,88,220,24747,2014年建造
锦江,万科金润华府,川师-静秀路57号,64,160,24799,2012年建造
锦江,比华利国际城一期,川师-佳宏路220号,129,275,21239,2011年建造
锦江,蓝光凯丽香江,锦华路-翠柳湾支路199号,86,180,20930,2012年建造
锦江,东城美地,锦华路-静祥路58号,59,75,12712,2011年建造
锦江,鑫苑名家一期,三圣乡-牡丹街595号,62,95,15323,2017年建造
锦江,金府花园,春熙路-天仙桥北路10号,72,160,22084,2004年建造
锦江,俊发星雅俊园,三圣乡-牡丹街39号,68,111,16164,2015年建造
锦江,翡翠琉璃,锦华路-经天西路199号,33,42,12727,2017年建造
锦江,城市理想(商住楼),盐市口-梨花街12号,37,44.9,12135,2018年建造
锦江,东洪广厦,三圣乡-樱花街383号,71,105,14789,2014年建造
锦江,滨江樾府,蓝谷地-国槐街1272号,156,270,17308,2018年建造
锦江,滨江樾府,蓝谷地-国槐街1272号,156,256,16410,2018年建造
锦江,滨江樾府,蓝谷地-国槐街1272号,156,252,16154,2018年建造
锦江,绿地468公馆二期,三圣乡-芙蓉西路356号,89,185,20673,2015年建造
锦江,仁恒滨河湾二期,攀成钢-汇源东路99号,93,310,33333,2016年建造
锦江,合能锦城,三圣乡-锦江大道889号,64,100,15625,2015年建造
锦江,华宇广场(商住楼),川师-上沙河铺街789号,49,103.3,20827,2017年建造
锦江,天誉南庭,攀成钢-汇泉东路88号,93,350,37634,2016年建造
锦江,华宇广场,川师-上沙河铺街789号,68,155,22658,2017年建造
锦江,绿地468公馆二期,三圣乡-芙蓉西路356号,89,185,20647,2015年建造
锦江,望江锦园,川师-马家沟188号,89,158,17753,2015年建造
锦江,恒大望江华府(商住楼),"川师-大凉山路,近下沙河铺街",176,499,28352,2020年建造
锦江,锦蓉佳苑,三圣乡-百日红中路506号,135,260,19259,2013年建造
锦江,兴隆街23号院,红星路-兴隆街23号,75,113,15067,1992年建造
锦江,恒大望江华府,"川师-下沙河铺街,近大凉山路",136,300,22059,2016年建造
锦江,恒大望江华府(商住楼),"川师-大凉山路,近下沙河铺街",141,380,26950,2020年建造
锦江,蓝光凯丽香江,锦华路-翠柳湾支路199号,104,190,18194,2011年建造
锦江,锦江城市花园一期,三圣乡-喜树街780号,51,88,17087,2010年建造
锦江,天曜,攀成钢-通源街88号,152,439,28857,2014年建造
锦江,恒大望江华府,"川师-下沙河铺街,近大凉山路",130,286,22000,2018年建造
锦江,望江锦园,川师-马家沟188号,88,158,17955,2014年建造
锦江,锦江城市花园二期,三圣乡-海棠路668号,51,80,15686,2010年建造
锦江,天誉,攀成钢-汇源北路99号,156,265,16987,2015年建造
锦江,较场坝东苑,东门大桥-较场坝东街67号,117,155,13211,1997年建造
锦江,九龙仓雍锦汇,海椒市-锦东路399号,484,1050,21690,2013年建造
锦江,滨江中路1号院,盐市口-滨江中路1号,58,168,28831,2000年建造
锦江,望江名门,顺江路-龙舟路53号,300,1200,40000,2014年建造
锦江,鑫苑名家二期,三圣乡-牡丹街600号,63,126,19737,2011年建造
锦江,晶融汇,春熙路-东大街99号,120,384.4,32030,2018年建造
锦江,红星国际,书院街-庆云南街69号,41,80,19277,2018年建造
锦江,东方阳光城C区,锦华路-经天路4号,68,89,12906,2006年建造
锦江,鑫苑名家一期,三圣乡-牡丹街595号,63,93,14762,2010年建造
锦江,致瑞雅苑B区,锦华路-晨辉路33号,79,148,18734,2015年建造
锦江,锦馨家园A区,琉璃场-榕声路47号,85,110,12941,2009年建造
锦江,东恒国际,九眼桥-一环路东五段108号,34,51.2,15059,2017年建造
锦江,世代锦江凯旋门,盐市口-滨江西路8号,201,460,22800,2005年建造
锦江,伊泰天骄,攀成钢-通宝街88号,274,780,28370,2016年建造
锦江,乐天圣苑,攀成钢-通源街588号,75,170,22540,2015年建造
锦江,华润凯旋天地,川师-锦绣大道3688号,78,158,20048,2016年建造
锦江,银唐国际寓所,合江亭-滨江东路166号,86,170,19547,2006年建造
锦江,仁恒滨河湾二期,攀成钢-汇源东路99号,93,315,33871,2016年建造
锦江,华润翡翠城4期,东湖公园-华润路158号,216,615,28472,2009年建造
锦江,华润翡翠城4期,东湖公园-华润路158号,89,218,24494,2009年建造
锦江,天誉,攀成钢-汇源北路99号,39,80,20253,2018年建造
锦江,鑫苑名家二期,三圣乡-牡丹街600号,78,127,16092,2010年建造
锦江,中洲中央城邦,攀成钢-通桂路7号,266,660,24792,2014年建造
锦江,乐天圣苑,攀成钢-通源街588号,85,240,28235,2014年建造
锦江,塔子山壹号,川师-二郎山路66号,95,230,24211,2015年建造
锦江,望江锦园,川师-马家沟188号,70,120,17143,2015年建造
锦江,梨花街小区,盐市口-梨花街38号,71,145,20423,1994年建造
锦江,望江锦园,川师-马家沟188号,113,215,19027,2012年建造
锦江,绿地468公馆一期,三圣乡-樱花街1179号,76,150,19493,2014年建造
锦江,恒大望江华府,"川师-下沙河铺街,近大凉山路",145,285,19655,2017年建造
锦江,索尔龙舟,川师-静渝路48号,35,33.5,9571,2013年建造
锦江,望江名门,顺江路-龙舟路53号,135,600,44444,2018年建造
锦江,绿地中心云玺468(商住楼),三圣乡-玫瑰街7号,40,58.5,14552,2017年建造
锦江,恒大望江华府,"川师-下沙河铺街,近大凉山路",145,320,22069,2018年建造
锦江,华宇广场,川师-上沙河铺街789号,68,140,20447,2017年建造
锦江,均隆街11号院,东门大桥-均隆街11号,93,160,17054,2000年建造
锦江,帕丽湾,川师-静康路58号,119,214,17983,2010年建造
锦江,绿地468公馆二期,三圣乡-芙蓉西路356号,77,150,19410,2015年建造
锦江,新希望锦官阁,"川师-静康路,近静沙北路",60,180,30000,2018年建造
锦江,锦东庭园,川师-岷江路1668号,70,120,17143,2014年建造
锦江,乐天圣苑,攀成钢-通源街588号,112,305,27133,2015年建造
锦江,鑫苑名家二期,三圣乡-牡丹街600号,89,160,17978,2012年建造
锦江,东较场116号院,书院街-东较场街116号,74,102,13784,1998年建造
锦江,华润翡翠城1期,东湖公园-华润路1号,83,239,28795,2005年建造
锦江,上海东韵,静居寺-牛沙后街88号,54,125,22781,2011年建造
锦江,中洲中央城邦,攀成钢-通桂路7号,266,880,33057,2014年建造
锦江,中港CCPark,东湖公园-二环琉璃路,37,66,17838,2017年建造
锦江,电池厂宿舍,海椒市-海椒市街7号,52,74,13997,1982年建造
锦江,恒大望江华府,"川师-下沙河铺街,近大凉山路",176,422,23977,2018年建造
锦江,时代豪庭西区,东门大桥-东大街芷泉段88号,175,580,33143,2011年建造
锦江,东洪广厦,三圣乡-樱花街383号,89,145,16292,2011年建造
锦江,绿地锦天府,攀成钢-通盈街88号,200,500,24893,2015年建造
锦江,复地金融岛,琉璃场-科华南路,390,1000,25641,2018年建造
锦江,翡翠琉璃,锦华路-经天西路199号,30,43,14333,2018年建造
锦江,财富中心,盐市口-大业路6号,72,220,30395,2005年建造
锦江,卓锦城4期千树郡,三圣乡-枫树街253号,130,215,16450,2012年建造
锦江,海桐小区三期,蓝谷地-水杉街558号,46,56,12004,2013年建造
锦江,卓锦城6期紫郡,三圣乡-国香街780号,89,170,18973,2011年建造
锦江,阿玛尼艺术公寓,莲桂路-顺江路335号,60,220,36286,2018年建造
锦江,时代豪庭西区,东门大桥-东大街芷泉段88号,113,305,26991,2010年建造
锦江,恒大望江华府,"川师-下沙河铺街,近大凉山路",147,320,21769,2018年建造
锦江,天誉南庭,攀成钢-汇泉东路88号,77,245,31818,2016年建造
锦江,大王钰城,书院街-东较场街93号,60,145,23931,2013年建造
锦江,比华利国际城三期,川师-佳宏北路39号,81,185,22840,2014年建造
锦江,流星花园,春熙路-天仙桥北路3号,40,92,22857,2004年建造
锦江,阳光新业中心(商住楼),东门大桥-青和里南段33号,47,76,16030,2014年建造
锦江,卓锦城5期繁花郡,三圣乡-国香街593号,87,177,20229,2012年建造
锦江,翡翠琉璃,锦华路-经天西路199号,32,46,14375,2014年建造
锦江,信德阳光365,盐市口-锦兴路34号,42,155,36206,2007年建造
锦江,四海逸家云庭,三圣乡-牡丹街879号,96,380,39216,2015年建造
锦江,比华利国际城一期,川师-佳宏路220号,128,210,16406,2008年建造
锦江,滨江东路236号院,合江亭-滨江东路236号,138,200,14493,2018年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,86,188,21860,2017年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,140,245,17500,2017年建造
金牛,富丽碧蔓汀,李家沱-解放东街33号,74,165,22297,2009年建造
金牛,金府SOHO,西南交大-金府路666号,43,49,11200,2008年建造
金牛,互助路79号院,高笋塘-互助路79号,60,72,11889,1984年建造
金牛,数码村,西南交大-群星路11号,75,102,13600,2002年建造
金牛,府河苑,解放路-星辉东路4号,124,186,14979,2003年建造
金牛,西南建筑设计院家属楼,人民北路-星辉西路8号,162,280,17284,2009年建造
金牛,居然小区,国宾-蜀西环街69号,37,48,12973,2018年建造
金牛,秀城嘉园,白果林-一环路西三段31号,129,178,13798,2001年建造
金牛,北斗七星城,天回-天龙大道1333号,42,41,9762,2017年建造
金牛,万通金牛新都会,西南交大-金府路88号,40,55,13750,2015年建造
金牛,和睦人家,西南交大-银沙南街80号,90,148,16325,2003年建造
金牛,远洋朗郡,国宾-两河西三路129号,124,162,13065,2018年建造
金牛,恒大曹家巷广场西区,解放路-外曹家巷,143,230,16084,2018年建造
金牛,瑞安城中汇,五块石-解放路一段126号,65,82,12615,2016年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,140,240,17143,2018年建造
金牛,南玻公寓,高笋塘-顺沙巷8号,114,125,10965,1996年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,144,255,17708,2017年建造
金牛,瑞安城中汇,五块石-解放路一段126号,65,86,13231,2016年建造
金牛,泉水南苑,五块石-泉水东路2号,110,133,12036,2003年建造
金牛,馨宁居,蜀汉路-蜀兴东街1号,48,57.8,12042,1998年建造
金牛,远洋朗郡,国宾-两河西三路129号,124,185,14919,2018年建造
金牛,中环西岸观邸,茶店子-金耀路47号,142,197,13798,2012年建造
金牛,万科国宾润园,茶店子-金科中路,124,170,13710,2018年建造
金牛,兴元绿洲,西南交大-新泉路33号,79,104,13102,2009年建造
金牛,新和名座,蜀汉路-蜀兴南街8号,54,80,14814,2006年建造
金牛,康品,抚琴小区-抚琴西路89号,78,145,18589,2007年建造
金牛,金桔花园二期南苑,西南交大-长庆路10号,91,123,13516,2002年建造
金牛,城市博客阳光里,蜀汉路-安蓉路139号,50,101,20200,2006年建造
金牛,福祥家园瑞康苑,蜀汉路-育仁东路19号,76,115,15131,2005年建造
金牛,锦西国际,沙湾-圃园北路1号,33,86.8,26255,2008年建造
金牛,西城星座,茶店子-蜀跃东路88号,95,130,13613,2007年建造
金牛,红旗巷5号院,五块石-红旗巷5号,53,65,12059,1997年建造
金牛,金沙巷16号院,沙湾-金沙巷16号,91,110,12085,2013年建造
金牛,文华路16号院,白果林-文华路16号,80,103,12875,1995年建造
金牛,府河苑,解放路-星辉东路4号,146,205,13973,2002年建造
金牛,长久新城,西南交大-长平街29号,63,89.8,14220,2008年建造
金牛,华侨城原岸,华侨城-北三环路一段393号,90,208,23111,2014年建造
金牛,懋园国际商住城,沙湾-金沙路88号,164,275,16747,2002年建造
金牛,二道桥街32号院,中医大-二道桥街32号,81,99,12161,1998年建造
金牛,五里墩东二巷7号院,蜀汉路-五里墩东二巷7号,63,70,11111,1998年建造
金牛,保利梧桐语,国宾-黄金东二路399号,80,148,18440,2014年建造
金牛,金沙西巷29号院,沙湾-金沙路西巷29号,127,144,11325,1994年建造
金牛,蓝光花满庭,五块石-洞子口路333号,85,132,15406,2010年建造
金牛,抚琴街道金沙路73号小区,沙湾-金沙路73号,48,52,10722,1994年建造
金牛,芙华幸福彼岸,五块石-沙河湾南路1号附52号,129,151,11633,2008年建造
金牛,远洋朗郡,国宾-两河西三路129号,123,158,12846,2017年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,122,218,17837,2018年建造
金牛,龙湖源著,国宾-两河西三路55号,125,265,21193,2016年建造
金牛,花都财富大厦,花牌坊-花牌坊街新16号,54,80,14815,2019年建造
金牛,锦城花园,蜀汉路-一品天下大街68号,147,276,18754,2003年建造
金牛,荷花池公寓,高笋塘-二环路北三段136号,54,72,13333,2015年建造
金牛,一品天下A区,蜀汉路-一品天下大街131号,52,68,13077,2018年建造
金牛,长福苑,西南交大-长青北街28号,45,57,12580,2008年建造
金牛,金璐天下,蜀汉路-茶店子西街36号,60,68,11333,2018年建造
金牛,富丽碧蔓汀,李家沱-解放东街33号,81,145,17901,2009年建造
金牛,凌江尚府,五块石-旺泉街10号,122,145,11885,2011年建造
金牛,龙湖源著(别墅),"国宾-两河西三路,近两河二街",306,900,29412,2015年建造
金牛,翡翠海湾,茶店子-蜀跃东路138号,137,154,11241,2009年建造
金牛,福祥家园瑞福苑,蜀汉路-育仁东路20号,76,90,11842,2005年建造
金牛,福祥家园瑞福苑,蜀汉路-育仁东路20号,75,89.8,11853,2007年建造
金牛,金牛万达广场(商住楼),金牛万达-肖家村三巷69号,36,40,10899,2018年建造
金牛,福祥家园瑞福苑,蜀汉路-育仁东路20号,75,90,11880,2007年建造
金牛,泉水人家三期A区,凤凰山-朗润路239号,42,58,13810,2009年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,140,280,20000,2018年建造
金牛,福祥家园瑞福苑,蜀汉路-育仁东路20号,76,90,11842,2006年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,139,235,16906,2018年建造
金牛,泉水人家三期A区,凤凰山-朗润路239号,115,132,11424,2009年建造
金牛,为民路89号院,沙湾-为民路89号,77,99,12847,1996年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,88,148,16771,2016年建造
金牛,天悦城,五块石-泉水西路50号,87,145,16585,2014年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,140,230,16429,2017年建造
金牛,御都花园别墅,黄忠小区-蜀汉路528号,298,460,15436,2008年建造
金牛,东原亲亲里,茶店子-金科西路58号,78,142,18205,2016年建造
金牛,瑞安城中汇,五块石-解放路一段126号,65,79,12154,2018年建造
金牛,瑞安城中汇,五块石-解放路一段126号,48,76,15833,2017年建造
金牛,府河路苑,五块石-站西桥西街399号,77,106,13729,2012年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,144,236,16389,2018年建造
金牛,瑞安城中汇,五块石-解放路一段126号,64,89,13906,2016年建造
金牛,银沙横街6号院,西南交大-银沙横街6号,57,67,11754,1999年建造
金牛,西南建筑设计院家属楼,人民北路-星辉西路8号,65,100,15305,1996年建造
金牛,金府国际,西南交大-金府路799号,55,55,10000,2010年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,140,243,17357,2018年建造
金牛,长福苑,西南交大-长青北街28号,63,90,14286,2006年建造
金牛,泉水人家三期A区,凤凰山-朗润路239号,115,132,11424,2008年建造
金牛,状元府邸,黄忠小区-羊西线同兴路1号,64,105,16292,2008年建造
金牛,阳光地带,蜀汉路-蜀光路1号,20,30,15000,2016年建造
金牛,华侨城原岸,华侨城-北三环路一段393号,89,145,16292,2014年建造
金牛,中环西岸观邸,茶店子-金耀路47号,142,198,13944,2012年建造
金牛,龙湖西宸原著,蜀汉路-育仁西路,137,237,17299,2018年建造
金牛,居然小区,国宾-蜀西环街69号,37,48,12739,2015年建造
金牛,青房尚瑞天韵,国宾-蜀西环街59号,74,90,12162,2015年建造
金牛,钻石年代,西南交大-金房苑横街106号,92,125,13509,2007年建造
金牛,龙湖源著(别墅),"国宾-两河西三路,近两河二街",108,200,18519,2016年建造
金牛,兴元绿洲,西南交大-新泉路33号,119,140,11765,2009年建造
金牛,华侨城纯水岸一期多层,华侨城-华丰路66号,262,480,18321,2013年建造
金牛,蓝光花满庭,五块石-洞子口路333号,86,130,14994,2010年建造
金牛,正成拉斐,茶店子-金科南路中段,85,178,20717,2012年建造
金牛,银沙新居,西南交大-花照壁东街2号,84,110,12949,2000年建造
金牛,星辰苑,解放路-一环路北三段92号,105,132,12455,1996年建造
金牛,前沙湾小区,沙湾-光荣北路86附3号,62,78.6,12556,1998年建造
金牛,蓝色空间,西南交大-交大路256号,95,130,13684,2003年建造
金牛,新桥逸景A区,西南交大-长和路18号,91,101.8,11187,2008年建造
金牛,华侨城天鹅堡,华侨城-西华大道173号,135,306,22667,2012年建造
金牛,瑞安城中汇,五块石-解放路一段139号,313,520,16577,2016年建造
金牛,泉水人家三期A区,凤凰山-朗润路239号,50,50,9823,2007年建造
金牛,星辰苑,解放路-一环路北三段92号,106,132,12453,1996年建造
金牛,悦民苑,黄忠小区-同和路98号,102,130,12682,2001年建造
金牛,抚琴西南路12号院,白果林-抚琴西南路12号,130,175,13462,1996年建造
金牛,龙湖北城天街二期,五块石-五福桥东路229号,111,350,31532,2012年建造
金牛,九里堤中路159号院,西南交大-九里堤中路159号,60,80,13333,1994年建造
金牛,瑞安城中汇,五块石-解放路一段139号,87,148,16920,2015年建造
金牛,顶峰水岸汇景,西南交大-茶店子路1号,88,200,22653,2012年建造
金牛,聚贤半岛花苑,西南交大-九里堤北路8号,108,150,13889,2003年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,100,190,19000,2016年建造
金牛,欧波罗,西南交大-九里堤中路219号,74,100,13383,2008年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,144,260,18056,2016年建造
金牛,万通金牛新都会,西南交大-金府路88号,56,85,15179,2017年建造
金牛,瑞安城中汇,五块石-解放路一段126号,49,69,14082,2018年建造
金牛,万通金牛新都会,西南交大-金府路88号,43,63,14651,2018年建造
金牛,曹家巷恒大雅苑,解放路-马鞍南街10号,111,200,18018,2014年建造
金牛,万通金牛新都会,西南交大-金府路88号,43,62,14419,2015年建造
金牛,抚琴西路4号院,白果林-抚琴西路4号,62,75,11962,1996年建造
金牛,绿地红星国际广场,五块石-韦家碾1路118号,62,49,7903,2014年建造
金牛,西门先生,蜀汉路-育仁路8号,40,60,15000,2015年建造
金牛,攀乐苑,蜀汉路-蜀兴西街34号,157,158,10064,2004年建造
金牛,瑞安城中汇,五块石-解放路一段126号,46,55,11957,2016年建造
金牛,荷花池公寓,高笋塘-二环路北三段136号,53,67,12470,2018年建造
金牛,保利公园里(别墅),天回-大天路,168,420,25000,2018年建造
金牛,新桥逸景C区,西南交大-甘泉路5号,55,66,11935,2012年建造
金牛,瑞安城中汇,五块石-解放路一段139号,86,111,12907,2018年建造
金牛,西安路枣子巷社区,中医大-青羊东二路41号,69,96,13913,1996年建造
金牛,交大北园,西南交大-二环路北一段111号附40号,81,135,16667,2004年建造
金牛,居然小区,国宾-蜀西环街69号,60,85,14167,2015年建造
金牛,万通金牛新都会,西南交大-金府路88号,37,48,12973,2018年建造
金牛,青羊西路2号院,中医大-青羊西路2号,49,59.8,12204,1993年建造
金牛,府河路苑,五块石-站西桥西街399号,77,105,13484,2012年建造
金牛,泉水人家三期A区,凤凰山-朗润路239号,115,148,12870,2009年建造
金牛,金城丽景,西南交大-银沙南街28号,104,168,16109,2004年建造
金牛,二环路西三段24号院,蜀汉路-二环路西三段24号,69,95,13591,1997年建造
金牛,聚贤阁,西南交大-长庆路6号,81,108,13333,2004年建造
金牛,新天地民苑,西南交大-星汉路1号,79,105,13291,2005年建造
金牛,瑞安城中汇,五块石-解放路一段126号,61,82,13443,2017年建造
金牛,万通金牛新都会,西南交大-金府路88号,43,62,14282,2015年建造
金牛,万通金牛新都会,西南交大-金府路88号,57,82,14263,2016年建造
金牛,泉水人家二期,凤凰山-嘉泽路2号,63,63,10000,2010年建造
金牛,银海中心,解放路-一环路北四段108号,101,185,18317,2016年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,88,203,22909,2017年建造
金牛,锦西民园,西南交大-星辰东一街1号,141,240,16930,2006年建造
金牛,泉水南苑,五块石-泉水东路2号,110,133,12033,2005年建造
金牛,盛世荷花,金牛万达-人民北路三段196号,70,70,10000,2009年建造
金牛,华侨城天鹅堡,华侨城-西华大道173号,135,307,22684,2012年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,70,115,16429,2017年建造
金牛,成都马鞍北路社区,解放路-马鞍北路51号,77,90,11660,1996年建造
金牛,华侨城东岸西区(别墅),华侨城-金丰路283号,151,510,33708,2012年建造
金牛,远洋朗郡,国宾-两河西三路129号,123,175,14228,2018年建造
金牛,华侨城纯水岸二期,华侨城-西华大道9号,91,245,26720,2011年建造
金牛,锦西国际,沙湾-圃园北路1号,32,48,14953,2002年建造
金牛,万通金牛新都会,西南交大-金府路88号,40,60,15000,2016年建造
金牛,金府国际,西南交大-金府路799号,54,54,9834,2010年建造
金牛,紫金乐章,五块石-二环路北三段21号,77,98,12727,2016年建造
金牛,云庭苑,西南交大-星汉路33号,56,88,15545,2004年建造
金牛,为民路47号院,抚琴小区-为民路47号,60,79.8,13300,1995年建造
金牛,蓝光花满庭,五块石-洞子口路333号,76,118,15526,2012年建造
金牛,兴元绿洲,西南交大-新泉路33号,41,61,14845,2008年建造
金牛,泉水人家二期,凤凰山-嘉泽路2号,81,89,10988,2010年建造
金牛,城市绿舟花园,西南交大-长庆路1号,102,151,14759,2004年建造
金牛,兴元绿洲,西南交大-新泉路33号,46,62,13426,2008年建造
金牛,蓝光花满庭,五块石-洞子口路333号,86,128,14772,2010年建造
金牛,万通金牛新都会,西南交大-金府路88号,57,84,14737,2018年建造
金牛,远洋朗郡,国宾-两河西三路129号,89,143,16067,2012年建造
金牛,荷花池公寓,高笋塘-二环路北三段136号,53,79,14906,2016年建造
金牛,新天地民苑,西南交大-星汉路1号,80,102.8,12850,2006年建造
金牛,瑞安城中汇,五块石-解放路一段126号,48,68,14167,2018年建造
金牛,泉水人家三期A区,凤凰山-朗润路239号,45,57,12667,2008年建造
金牛,沙河源上金府,五块石-洞子口路168号,83,106,12751,2008年建造
金牛,首开龙湖紫宸,"西南交大-茶店子路,近一品天下大街",134,215,16045,2018年建造
金牛,城市绿舟花园,西南交大-长庆路1号,108,150,13767,2000年建造
金牛,保利公园里,"天回-天佑路,近天龙南二路",95,110,11579,2015年建造
金牛,恒和华园,西南交大-长庆西一路36号,60,85,14050,2004年建造
金牛,龙湖西宸原著,蜀汉路-育仁西路,137,255,18613,2018年建造
金牛,府河路苑,五块石-站西桥西街399号,77,105,13507,2012年建造
金牛,瑞安城中汇,五块石-解放路一段126号,65,73,11231,2018年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,71,127,17887,2018年建造
金牛,御都花园别墅,黄忠小区-蜀汉路528号,299,460,15385,2004年建造
金牛,恒大曹家巷广场东区,解放路-马鞍东路3号,136,237,17426,2018年建造
金牛,锦泰世家,高笋塘-田家巷32号,75,101,13467,2007年建造
金牛,金港空中花园,蜀汉路-蜀汉路239号,48,70,14583,2003年建造
金牛,御都花园别墅,黄忠小区-蜀汉路528号,298,460,15395,2008年建造
金牛,蓝光花满庭,五块石-洞子口路333号,88,133,15114,2011年建造
金牛,蓝光花满庭,五块石-洞子口路333号,77,119,15307,2011年建造
金牛,绿地世纪城,五块石-韦家碾一路24号,68,140,20588,2011年建造
金牛,银海中心,解放路-一环路北四段108号,101,198,19604,2018年建造
金牛,协和花苑,西南交大-九里堤中路307号,82,89,10854,1999年建造
金牛,金府SOHO,西南交大-金府路666号,42,58,13810,2010年建造
金牛,蓝光花满庭,五块石-洞子口路333号,76,118,15526,2014年建造
金牛,顶峰水岸汇景,西南交大-茶店子路1号,118,286,24166,2009年建造
金牛,银海中心,解放路-一环路北四段108号,50,95,19000,2017年建造
金牛,状元府邸,黄忠小区-羊西线同兴路1号,100,130,13000,2008年建造
金牛,和睦人家,西南交大-银沙南街80号,116,195,16710,2004年建造
金牛,龙湖北城天街二期,五块石-五福桥东路229号,226,490,21640,2011年建造
