区域,小区名称,小区地址,面积/平方米,总价/万,单价/每平米,修建年份
新都,汇融达令港,大丰-方营路555号,68,82,11931,2012年建造
新都,旺府豪庭,新都新城-万和北路99号,98,122,12449,2010年建造
新都,和信沪丰领地,大丰-金虎路27号,44,42,9545,2015年建造
新都,北新国际,大丰-互惠大道158号,112,120,10714,2012年建造
新都,缤纷时代广场,新都新城-兴乐北路88号,33,36,10909,2015年建造
新都,保利城三期,大丰-寸龙桥路186号,74,100,13514,2015年建造
新都,北新润苑1期,大丰-赵家寺路100号,118,135,11441,2012年建造
新都,东骏湖景湾,新都新城-马超东路555号,187,230,12299,2012年建造
新都,保利城三期,大丰-寸龙桥路186号,101,136,13410,2015年建造
新都,民生新干线,大丰-大天路258号,90,124,13688,2012年建造
新都,城北优品道(商住楼),大丰-诚信路338号,68,60,8824,2018年建造
新都,常青藤三期,大丰-互惠大道39号,50,65,12800,2013年建造
新都,九形道,大丰-赵家寺路99号,73,92,12524,2012年建造
新都,传化国际新城,新都新城-物流大道666号,82,83,10122,2012年建造
新都,静水苑,斑竹园-斑龙街173号,105,70,6623,2011年建造
新都,兴想花园,大丰-方元路633号,86,108,12510,2013年建造
新都,博雅桂湖郡,新都老城-天缘路二段278号,168,170,10088,2007年建造
新都,北新国际,大丰-互惠大道158号,32,34,10625,2015年建造
新都,欧尚花园,新繁-繁崇路198号,93,57,6129,2018年建造
新都,润扬观澜鹭岛,"新都新城-新都绕城大道,近育英路",33,32,9697,2015年建造
新都,汇融悉尼湾,大丰-华美东街132号,101,128,12673,2012年建造
新都,开元国际社区,大丰-方元路222号,91,112,12255,2012年建造
新都,源上湾国际社区千叶郡,斑竹园-兴贸路599号,33,33.8,10242,2017年建造
新都,英伦世家,新都新城-蜀龙大道中段621号,146,146,9992,2010年建造
新都,交大香洲半岛南庭,新都新城-翠微路38号,147,150,10196,2010年建造
新都,城北优品道(商住楼),大丰-诚信路338号,33,33,10000,2017年建造
新都,斑竹欣苑,斑竹园-大江路2号,305,360,11803,2009年建造
新都,东湖郡,新繁-书院横街77号,90,44,4889,2015年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",46,45.9,9978,2017年建造
新都,鲜花大院,大丰-南丰大道东二巷18号,83,88,10602,2013年建造
新都,丽景东湖,新繁-繁广路209号,103,60,5825,2018年建造
新都,香城名都,新都新城-蓉都大道南一段333号,122,117.8,9648,2008年建造
新都,传化国际新城,新都新城-物流大道666号,84,97,11479,2013年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",41,36.7,8941,2018年建造
新都,北新国际,大丰-互惠大道158号,96,116,11982,2012年建造
新都,红湖公园城,大丰-蓉北路三段9号,91,98,10703,2014年建造
新都,润禾花园,大丰-方元路116号,89,115,12874,2012年建造
新都,桂湖名城,新都老城-电子路中段144号,75,60,8000,2015年建造
新都,堤亚纳河谷,新都新城-水河东路1号,81,85,10494,2012年建造
新都,堤亚纳河谷,新都新城-水河东路1号,72,79,10965,2012年建造
新都,蓝光花满庭3期,大丰-太平碑路100号,61,80,13085,2015年建造
新都,御城,新都新城-育英路181号,70,70,10000,2012年建造
新都,汉嘉国际社区,新都新城-香城大道马超东路段518号,114,165,14474,2010年建造
新都,红湖公园城,大丰-蓉北路三段9号,51,51,9870,2012年建造
新都,桂湖名城,新都老城-电子路中段144号,45,36,8000,2016年建造
新都,上锦康城B区,新都老城-励志路二段37号,77,78,10130,2012年建造
新都,保利爱尚里,大丰-北星大道一段,95,118,12353,2017年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",134,155,11567,2018年建造
新都,天晨花溪碧,大丰-蓉北路三段223号,87,85,9770,2012年建造
新都,圣采泊尚,大丰-敬成路501号,83,128,15422,2014年建造
新都,城北优品道,大丰-诚信路338号,101,120,11881,2018年建造
新都,润扬北城1号,新都新城-万和北路8号,89,115,12921,2012年建造
新都,润扬双河鹭岛,新都新城-毗河东路99号,115,130,11295,2010年建造
新都,状元府邸,新都新城-清源路66号,126,130,10317,2010年建造
新都,鲜花优活居,新都新城-同心路168号,33,30,9091,2018年建造
新都,御城,新都新城-育英路181号,85,100,11716,2010年建造
新都,橄榄郡,新都新城-育英路80号,83,106,12675,2014年建造
新都,尚林花园,大丰-大天路999号,86,113,13039,2014年建造
新都,北新国际,大丰-互惠大道158号,34,45,13235,2014年建造
新都,佳乐国际城二期,新都新城-曲景西路99号,153,220,14379,2015年建造
新都,堤亚纳河谷,新都新城-水河东路1号,72,78,10833,2014年建造
新都,保利大都汇,"大丰-北星大道,近甫家二路西段",105,126,12000,2016年建造
新都,润扬观澜鹭岛,"新都新城-新都绕城大道,近育英路",87,95,10920,2014年建造
新都,佳乐国际城二期,新都新城-曲景西路99号,129,153,11795,2013年建造
新都,鹏发绿岛,斑竹园-北街68号,99,80,8081,2018年建造
新都,保利公园198,五龙山-蜀龙路1399号,136,160,11765,2010年建造
新都,缤纷翠微,新都新城-蜀龙大道中段988号,88,102,11474,2012年建造
新都,聚贤雅丽园,新都老城-天缘路二段195号,89,73,8187,2006年建造
新都,永星小区,新都老城-香城大道电子路段101号,60,54,9000,1998年建造
新都,雄飞北尚广场,新都老城-炬光路222号,79,87,10985,2014年建造
新都,保利城三期,大丰-寸龙桥路186号,87,120,13708,2013年建造
新都,富力桃园一期,新都老城-兴城大道777号,127,120,9390,2013年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",45,40,8889,2018年建造
新都,民生新干线,大丰-大天路258号,90,122,13469,2014年建造
新都,鲜花大院,大丰-南丰大道东二巷18号,86,112,13023,2012年建造
新都,海高伦美林国际社区,新繁-繁川家具大道957号,168,130,7695,2013年建造
新都,源上湾国际社区千叶郡,斑竹园-兴贸路599号,24,34,14167,2018年建造
新都,亲河名居B区,大丰-亲河路21号,95,96,10105,2008年建造
新都,麦田国际社区,新都老城-工业大道西段393号,80,85,10504,2013年建造
新都,保利春天花语,大丰-赵家寺路386号,112,170,15179,2013年建造
新都,北欧知识城,斑竹园-云兴路418号,103,110,10680,2013年建造
新都,川音嘉苑,新都新城-育英路561号,89,98,10925,2012年建造
新都,融创凯旋公馆,大丰-润丰路100号,70,95,13496,2012年建造
新都,世玺,新繁-锦溪路83号,130,85,6538,2018年建造
新都,保利丁香郡,五龙山-丁香路259号,143,166,11608,2015年建造
新都,保利城三期,大丰-寸龙桥路186号,86,112,12979,2016年建造
新都,天府香城印象,新都老城-工业大道西段555号,91,54,5895,2016年建造
新都,传化国际新城,新都新城-物流大道666号,79,66,8253,2009年建造
新都,城北优品道(商住楼),大丰-诚信路338号,39,33,8462,2015年建造
新都,旺府豪庭,新都新城-万和北路99号,35,37,10364,2012年建造
新都,润扬观澜鹭岛,"新都新城-新都绕城大道,近育英路",87,95,10920,2016年建造
新都,香江紫钻,新繁-列维士路369号,123,80.8,6561,2012年建造
新都,桂湖名城,新都老城-电子路中段144号,75,60,8000,2016年建造
新都,保利大都汇,"大丰-北星大道,近甫家二路西段",95,111,11623,2018年建造
新都,欧尚花园,新繁-繁崇路198号,93,42,4516,2018年建造
新都,桂湖名城,新都老城-电子路中段144号,75,65,8667,2018年建造
新都,香城榕园,新都老城-蓉都大道北二段169号,84,80,9524,2015年建造
新都,塔西南油田小区,大丰-三元大道287号,138,95,6860,1998年建造
新都,状元府邸,新都新城-清源路66号,126,124,9777,2006年建造
新都,和信沪丰领地,大丰-金虎路27号,62,68,10968,2017年建造
新都,蓉垚北尚城,"斑竹园-万象路,近105省道",149,140,9396,2017年建造
新都,润扬双河鹭岛,新都新城-毗河东路99号,116,125,10776,2012年建造
新都,新神风八座,新都老城-学院路西段487号,82,88,10732,2014年建造
新都,源上湾国际社区千叶郡,斑竹园-兴贸路599号,41,34,8293,2018年建造
新都,交大香洲半岛南庭,新都新城-翠微路38号,273,300,10989,2012年建造
新都,翰香府,新都新城-学院路东段300号,71,80,11268,2009年建造
新都,佳乐国际城一期,新都新城-蜀龙大道南段777号,177,300,16882,2013年建造
新都,东骏湖景湾,新都新城-马超东路555号,187,230,12254,2012年建造
新都,润扬观澜鹭岛,"新都新城-新都绕城大道,近育英路",89,120,13483,2015年建造
新都,北欧印象,新都新城-天香南路189号,89,129,14494,2014年建造
新都,北欧知识城2期,斑竹园-锦绣路126号,122,150,12205,2013年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",41,38.8,9463,2018年建造
新都,保利城一期,大丰-甫家一路东段689号,96,129.9,13531,2015年建造
新都,北欧知识城2期(商住楼),斑竹园-锦绣路159号,39,28,7128,2014年建造
新都,绿地城,大丰-诚信路199号,86,99.9,11616,2015年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",101,122,12079,2017年建造
新都,凤凰傲城,大丰-大成路南段768号,91,93,10186,2015年建造
新都,成怡嘉苑,新都新城-学府路1555号,93,116,12473,2014年建造
新都,佳乐国际城二期,新都新城-曲景西路99号,82,92,11098,2012年建造
新都,北新国际,大丰-互惠大道158号,102,122,11961,2012年建造
新都,香界,新都老城-新泰西路306号,101,110,10891,2012年建造
新都,兴想花园,大丰-方元路633号,100,114,11400,2012年建造
新都,龙湖尚城,新繁-滨江东路,95,69,7263,2018年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",41,41,10000,2018年建造
新都,和信香榭澜郡,新都新城-新都大道901号,50,40,8000,2018年建造
新都,汇融悉尼湾,大丰-华美东街132号,107,135,12617,2011年建造
新都,新派客,新都老城-蓉都大道南二段133号,80,72,9000,2017年建造
新都,佳乐国际城一期,新都新城-蜀龙大道南段777号,101,120,11881,2012年建造
新都,状元府邸,新都新城-清源路66号,126,130,10250,2008年建造
新都,时代锦翠,大丰-新水碾路286号,100,106,10600,2013年建造
新都,博海城一期,新都老城-博海路2号,90,105,11667,2013年建造
新都,麦田国际社区,新都老城-工业大道西段393号,88,93,10567,2010年建造
新都,和信水沐天城,新都新城-兴乐南路1号,51,65,12745,2009年建造
新都,东骏湖景湾,新都新城-马超东路555号,115,155,13478,2014年建造
新都,传化国际新城,新都新城-物流大道666号,83,83,10000,2015年建造
新都,新都新筑,新都老城-紫瑞街380号,92,82,8913,2012年建造
新都,源上湾国际社区千叶郡,斑竹园-兴贸路599号,110,115,10455,2013年建造
新都,我的大学,新都新城-同仁路199号,42,49.9,11881,2010年建造
新都,香江紫钻,新繁-列维士路369号,123,79,6414,2013年建造
新都,中集商业广场,斑竹园-中集大道555号,52,36,6923,2018年建造
新都,佳乐国际城一期,新都新城-蜀龙大道南段777号,224,320,14286,2012年建造
新都,外滩1号,新繁-滨江西路467号,98,60,6122,2018年建造
新都,富力桃园二期,新都老城-兴城大道108号,86,100,11628,2015年建造
新都,保利公园198,五龙山-蜀龙路1399号,177,210,11864,2009年建造
新都,保利城二期,大丰-寸龙桥路189号,90,118,13078,2014年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",45,43,9556,2018年建造
新都,蓉垚北尚城,"斑竹园-万象路,近105省道",90,80,8867,2018年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",101,119,11782,2018年建造
新都,保利公园198,五龙山-蜀龙路1399号,136,160,11765,2012年建造
新都,北欧印象,新都新城-天香南路189号,88,120,13495,2013年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",99,87.2,8808,2015年建造
新都,新希望锦悦北府,"斑竹园-万石路,近瑞祥路",101,116,11485,2018年建造
新都,保利公园198,五龙山-蜀龙路1399号,144,230,15972,2009年建造
新都,翰香府,新都新城-学院路东段300号,202,382,18890,2010年建造
新都,香界,新都老城-新泰西路306号,100,110,11000,2010年建造
新都,佳乐国际城二期,新都新城-曲景西路99号,131,156,11908,2010年建造
新都,香域中央,新都新城-蜀龙大道中段333号,89,98,10987,2013年建造
新都,保利城三期,大丰-寸龙桥路186号,116,165,14222,2015年建造
新都,城北优品道(商住楼),大丰-诚信路338号,41,40,9756,2018年建造
新都,堤亚纳河谷,新都新城-水河东路1号,81,95,11728,2014年建造
新都,北新国际,大丰-互惠大道158号,112,124,11062,2012年建造
新都,圣迈德广场,大丰-大丰蓉北路二段,49,44,8980,2015年建造
新都,缤纷新天地,新都新城-兴乐北路188号,31,19.1,6161,2012年建造
新都,北欧知识城2期,斑竹园-锦绣路126号,76,85,11184,2014年建造
新都,东骏湖景湾,新都新城-马超东路555号,139,212,15144,2014年建造
新都,北欧知识城,斑竹园-云兴路418号,68,58,8529,2015年建造
新都,富力桃园一期,新都老城-兴城大道777号,118,120,10169,2012年建造
新都,源上湾国际社区千叶郡,斑竹园-兴贸路599号,60,50,8333,2018年建造
新都,绿地城,大丰-诚信路199号,88,110,12445,2014年建造
新都,桂湖名城,新都老城-电子路中段144号,65,56,8615,2016年建造
新都,常青藤,大丰-华美东街36号,119,129,10777,2012年建造
新都,麦田国际社区,新都老城-工业大道西段393号,88,94,10682,2014年建造
新都,莱茵北郡,五龙山-厚诚路123号,89,103,11499,2016年建造
新都,传化国际新城,新都新城-物流大道666号,69,76,11014,2014年建造
新都,御城,新都新城-育英路181号,84,98,11595,2012年建造
新都,龙湖尚城,新繁-滨江东路,94,68,7234,2015年建造
新都,红湖公园城,大丰-蓉北路三段9号,89,103,11501,2012年建造
新都,汇融达令港,大丰-方营路555号,60,80,13333,2012年建造
新都,圣采泊尚,大丰-敬成路501号,78,98,12564,2013年建造
新都,外滩1号,新繁-滨江西路467号,93,65.5,7043,2018年建造
新都,合景格林春天,新都新城-蓉都大道北一段168号附5号,107,95,8879,2000年建造
新都,保利公园198,五龙山-蜀龙路1399号,142,166,11690,2012年建造
新都,保利城三期,大丰-寸龙桥路186号,105,126,12000,2018年建造
新都,源上湾国际社区千叶郡,斑竹园-兴贸路599号,35,35,10000,2017年建造
新都,佳乐国际城一期,新都新城-蜀龙大道南段777号,114,118,10351,2018年建造
新都,蓝光花满庭2期北区,大丰-博雅路199号,375,412.5,11000,2014年建造
新都,名信天龙瑞景,五龙山-蓉都大道天河路1118号,81,85,10435,2008年建造
新都,保利大都汇(别墅),"大丰-北星大道一段,近甫家二路",165,320,19394,2017年建造
新都,盛世华庭,斑竹园-南街352号,99,80,8081,2016年建造
新都,缤纷时代广场,新都新城-兴乐北路88号,80,75,9375,2010年建造
新都,绿地城,大丰-诚信路199号,77,103,13307,2015年建造
新都,保利公园198,五龙山-蜀龙路1399号,100,116,11600,2012年建造
新都,佳乐国际城一期,新都新城-蜀龙大道南段777号,224,318,14196,2013年建造
新都,润扬北城1号,新都新城-万和北路8号,90,110,12145,2013年建造
新都,汉嘉国际社区,新都新城-香城大道马超东路段518号,143,186,13007,2013年建造
